Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Outlet,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Category_Drink,Item_Category_Food,Item_Category_Non-consumable
FDI32,17.7,0.291865402,115.1834,OUT010,345.5502,1.7757189021520592,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDR47,17.85,0.0853547126,196.5794,OUT010,585.2382,1.0,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDB35,12.3,0.064750025,92.6804,OUT045,1010.6844,0.8765027642551428,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCU05,11.8,0.098312421,81.4618,OUT010,161.1236,1.556014400369685,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
DRY23,12.792854228644991,0.191013663,42.1112,OUT019,42.6112,1.614810591823397,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
FDO24,11.1,0.176573035,157.4604,OUT045,3010.7476,1.154451505620405,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ28,12.792854228644991,0.060134441,153.0656,OUT027,6024.1584,0.9543090874934353,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV39,11.3,0.0072946519999999996,198.1426,OUT045,988.7130000000001,1.1262327974121638,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCO17,12.792854228644991,0.128478462,117.944,OUT019,239.688,2.030821695588021,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDU50,5.75,0.075107656,112.8176,OUT013,1374.2112,1.1413557259797926,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT12,12.792854228644991,0.049381405999999996,226.8062,OUT027,4739.8302,1.0279231323482272,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDK58,11.35,0.045165795999999994,100.0016,OUT018,1012.0160000000001,1.1647421241026197,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDO08,12.792854228644991,0.09415375,165.7526,OUT019,657.8104,1.6790026719759485,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCW29,14.0,0.028907832,130.431,OUT049,778.9860000000001,0.8760887780212523,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDE04,19.75,0.018059621,179.766,OUT045,2336.958,1.0388202836684413,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCB19,6.525,0.09043609400000001,85.0882,OUT049,2233.0932,0.9237238358273694,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDV15,10.3,0.146399712,103.9648,OUT049,1661.8368,0.9237238319507569,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDL58,5.78,0.07426435599999999,264.7568,OUT049,4745.8224,0.9605895800086919,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA08,11.85,0.050186725999999994,164.1526,OUT045,3124.5994,1.0296561079411697,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDT43,16.35,0.020631654,50.1324,OUT018,467.3916,0.8782920556602148,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCX06,12.792854228644991,0.01561108,182.5976,OUT027,5070.7328,0.8704929095813484,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDT20,10.5,0.041395445,37.6164,OUT046,540.6296,0.9296325980403759,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB41,19.0,0.097313129,48.0718,OUT046,992.7078,0.8747287957135111,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCN55,14.6,0.059582996,238.8538,OUT049,6008.845,1.038306987239153,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDE40,12.792854228644991,0.09866365199999999,62.9194,OUT027,2105.2596,1.0230940301501106,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDX49,12.792854228644991,0.101338651,232.63,OUT027,5359.69,0.9946778264859069,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCM53,18.75,0.052146455999999994,104.62799999999999,OUT045,745.696,0.9315179299020399,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDE36,5.26,0.041764487,161.8868,OUT035,3275.736,0.9579524690556221,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN57,18.25,0.054344185999999996,140.2154,OUT045,1701.7848,0.9241603485727962,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDI24,12.792854228644991,0.07836248400000001,177.937,OUT027,6704.606,0.9178236833668947,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI19,15.1,0.052339069,242.7512,OUT046,4119.9704,1.0423259499096666,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF24,15.5,0.042464962,81.5934,OUT010,327.5736,1.5560144068778499,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDG52,13.65,0.06573288299999999,45.7402,OUT049,780.9834,1.0006230405301115,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRF36,16.1,0.023625114,189.3846,OUT045,3630.6074,0.9315179356850788,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDS45,12.792854228644991,0.051643608,107.3622,OUT019,317.5866,1.531537193669292,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDX40,12.85,0.165694219,39.7164,OUT010,231.6984,1.6044346451457265,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
DRK12,9.5,0.041878397000000005,32.99,OUT035,133.16,1.1237409420261228,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
DRC27,13.8,0.058091482,245.1802,OUT035,5650.6446,0.8745633898078159,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDL58,5.78,0.07731122380000001,263.7568,OUT017,2636.5679999999998,1.0,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCD30,19.7,0.026903714,96.0726,OUT045,1272.3438,1.0382411437939263,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCZ54,14.65,0.0813447597,161.5552,OUT010,324.9104,1.0,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDE10,6.67,0.150554711,130.0626,OUT010,131.1626,1.7355638562226758,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDR44,6.11,0.09157041555555556,131.2968,OUT010,260.9936,1.0,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDP28,13.65,0.13497562800000001,260.0936,OUT010,260.9936,1.5560143938388802,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDX15,17.2,0.15616879,160.6578,OUT013,3690.5294,0.9982383500644568,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDA39,6.32,0.011040999499999999,40.2822,OUT035,1139.1838,1.0,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY24,4.88,0.133700752,52.9298,OUT049,1995.4026,1.0620630277163012,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDC60,5.425,0.115119905,88.3514,OUT017,1416.8224,0.8796766119655859,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDH28,15.85,0.11003099699999999,37.2506,OUT046,265.6542,0.9581336434912332,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDT25,7.5,0.051038045,121.7072,OUT017,3552.7088,0.8796766155939332,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRJ13,12.65,0.062837968,161.5578,OUT013,2406.867,0.9288589854817186,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCO07,12.792854228644991,0.017116983,211.956,OUT019,213.05599999999998,1.6148106140981398,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDW20,20.75,0.024129332000000003,124.17299999999999,OUT013,2956.152,1.0358550520433913,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRF27,12.792854228644991,0.049754975,152.134,OUT019,153.134,1.614810585881248,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDS49,9.0,0.07721649277777778,79.7644,OUT035,1649.8524,1.0,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX25,12.792854228644991,0.101561568,181.9292,OUT027,3101.2964,1.3259467818534034,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCX42,12.792854228644991,0.0059496440000000005,165.6526,OUT027,4769.1254,0.9178237065234705,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDG33,12.792854228644991,0.13956116,170.4764,OUT027,3435.528,0.870492878994874,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDL56,14.1,0.126035694,86.4198,OUT045,1133.8574,0.9241603432989562,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF14,7.55,0.027164679,152.334,OUT035,2603.278,0.9988808467785639,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCD06,13.0,0.099325278,45.406000000000006,OUT046,605.878,0.9222899126493381,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRM47,12.792854228644991,0.04357366,192.8846,OUT027,2293.0152,0.9251308182990381,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDS46,12.792854228644991,0.082741482,118.7782,OUT019,119.1782,1.61481058939147,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDB35,12.3,0.064565202,92.9804,OUT013,1929.4884,0.8740008676088028,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX21,12.792854228644991,0.08455456900000001,109.8912,OUT027,2074.6328,0.8704928772575169,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCU05,12.792854228644991,0.058451805,79.9618,OUT027,241.6854,0.9251308164570655,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
NCR38,17.25,0.113748685,251.3724,OUT045,6795.1548,0.9241603485949121,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCR18,15.85,0.020603511,42.7112,OUT017,639.168,1.004720877494126,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCU41,18.85,0.052044976,192.1846,OUT035,3248.4382,0.9294568228249105,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDY56,16.35,0.06276442900000001,227.6062,OUT017,7222.5984,0.8796766183746416,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
DRJ51,14.1,0.08797726199999999,229.0668,OUT035,3225.1352,1.0275824512146627,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDK21,7.905,0.010010425,249.0408,OUT035,3755.112,0.929456772139558,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY25,12.0,0.033946163,179.3976,OUT013,3440.8544,1.1409453715997848,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDU44,12.15,0.058414678,163.4552,OUT035,974.7312,0.9221155208157991,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL43,10.1,0.027106459,75.367,OUT049,535.969,0.9237238291767561,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDF05,17.5,0.027022882999999998,262.491,OUT017,5259.82,0.9275067682026313,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRF15,12.792854228644991,0.058153409,152.034,OUT019,306.268,1.6782131689970188,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDL20,17.1,0.128937661,112.3886,OUT018,1779.0176,1.0317803355138695,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV32,7.785,0.088846306,61.451,OUT049,759.012,0.9237238330945345,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDJ34,11.8,0.09357779,125.9704,OUT013,1877.556,0.9982383511881214,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG08,13.15,0.165694678,171.8764,OUT045,3779.0808,1.0303437680947067,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ04,12.792854228644991,0.148392623,41.5796,OUT019,41.2796,1.6786733810107286,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDW13,8.5,0.098438394,51.1324,OUT017,259.66200000000003,0.8796766140909911,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCI17,8.645,0.143303291,96.34100000000001,OUT013,193.082,1.026921509391056,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDY03,17.6,0.076276208,110.9202,OUT045,1687.8029999999999,0.8765027676307248,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS12,9.1,0.175103435,127.5362,OUT017,4655.9394,0.8796766150349392,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ55,12.8,0.023511371,225.9404,OUT013,4950.8888,0.9288589687622344,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
DRK01,7.63,0.06105276,95.4436,OUT035,1418.154,0.9221155171880655,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDG28,9.285,0.049559042000000005,246.4144,OUT017,1225.072,1.1303110164198993,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY38,13.6,0.119418124,231.03,OUT045,5359.69,0.9241603470477054,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN01,8.895,0.072545601,176.237,OUT045,1764.37,1.062336452318727,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCR54,16.35,0.090486828,195.21099999999998,OUT013,2553.343,1.0267170402698425,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDG29,17.6,0.056245075,43.3454,OUT013,1006.6896,0.9982383454996632,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG24,7.975,0.014618973,85.225,OUT013,1081.925,0.9982383389253319,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDG59,15.85,0.04347912599999999,36.7164,OUT017,308.9312,1.0333086661974697,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDM28,15.7,0.045166237000000005,178.666,OUT013,2516.724,0.8740008676956752,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW04,8.985,0.057827101,128.83100000000002,OUT046,1428.141,1.140853881582239,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS26,20.35,0.089394766,260.1594,OUT013,2093.2752,0.9288589881354257,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ56,6.59,0.10550944,85.6908,OUT013,1929.4884,0.9288589857726305,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDK51,19.85,0.005234153,264.0884,OUT035,5829.7448,1.0367639674639144,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL22,16.85,0.036390174,91.4488,OUT046,2082.6224,0.922289909496564,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDH19,12.792854228644991,0.03292824,173.1738,OUT027,7298.4996,0.9178236980226445,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY55,16.75,0.081252534,256.4988,OUT013,7452.9652,1.4956877093932004,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY03,17.6,0.076552407,110.5202,OUT017,450.0808,0.8796766169117068,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDK21,7.905,0.016758568999999997,250.4408,OUT010,500.6816,1.5560143998299831,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDZ10,12.792854228644991,0.044248175,126.20200000000001,OUT027,3668.558,0.9541219329800822,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDZ32,7.785,0.038288087,103.1964,OUT018,736.3748,1.0316823130583932,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCZ18,7.825,0.186032678,253.0698,OUT035,6088.0752,1.028063999319814,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCF07,12.792854228644991,0.031867464,101.0016,OUT027,2125.2336,0.9942317063470042,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
DRE49,20.75,0.021370201000000002,153.0024,OUT017,2277.036,1.1775414234090682,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDJ08,12.792854228644991,0.193772568,190.3846,OUT019,573.2538,1.6148105860702218,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDT39,6.26,0.009866049,151.1366,OUT035,2267.049,0.8745633864145879,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDE08,18.2,0.082551042,147.3734,OUT010,296.9468,1.4448007383471568,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
NCD06,13.0,0.099729888,46.306000000000004,OUT018,559.2719999999999,0.926046939350608,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDB57,20.25,0.018801549,222.1772,OUT035,5559.43,0.9221155258126471,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCT54,8.695,0.11972145099999999,95.5094,OUT049,1237.7222,1.1257009135698979,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
DRF49,7.27,0.071222087,113.5518,OUT045,569.259,0.9241603497087073,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDM25,12.792854228644991,0.060371962,174.0712,OUT027,3866.9664,0.9540786299217439,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDF20,12.85,0.033287541000000004,198.4768,OUT045,1379.5376,0.876502774169006,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDH27,7.075,0.05858462,142.7128,OUT018,1869.5664,0.8782920720979971,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV60,12.792854228644991,0.11679292,196.21099999999998,OUT027,5499.508000000001,0.9538603523753975,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY59,8.195,0.031452265,94.3462,OUT049,925.462,1.0388170545689122,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDK36,7.09,0.00721395,47.9034,OUT035,583.2408,1.03700837095455,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCM31,6.095,0.081196619,141.4154,OUT046,1418.154,1.0366952072409155,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDE33,19.35,0.049916364000000005,80.2644,OUT017,942.7728,0.8796766174714685,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU36,6.15,0.04627095,99.3384,OUT046,2364.9216,1.0270264945914662,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDV13,12.792854228644991,0.02747716,87.9856,OUT027,3251.7672,0.9942317022195514,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDV20,12.792854228644991,0.10470453699999999,125.2678,OUT019,254.3356,1.6792575615451577,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCQ54,17.7,0.012540003000000001,167.0474,OUT035,5895.659000000001,1.0367073971507694,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDO23,17.85,0.147023834,93.7436,OUT018,1134.5232,1.0320193035784213,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
DRE60,9.395,0.15965759599999998,224.972,OUT045,7696.648,0.9241603421614241,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
DRP47,15.75,0.141398626,250.5382,OUT017,2775.7202,0.9639830415600786,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDB21,7.475,0.148821808,241.2854,OUT045,5317.0788,1.0291093336344235,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDR04,7.075,0.021757498666666666,98.0068,OUT018,874.8612,1.0,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDX23,6.445,0.029691762000000003,92.6436,OUT046,1039.9796,0.9296325958710087,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX19,19.1,0.09671552300000001,235.0958,OUT035,3038.0454,0.9294568167708253,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDD40,20.25,0.014790558999999998,193.6162,OUT035,3848.324,0.9294567975468236,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA01,15.0,0.054378253,59.1904,OUT046,527.3136,0.9296325996045803,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS33,6.67,0.123428594,89.1514,OUT046,2390.8878,1.1423027987467569,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDM50,12.792854228644991,0.029943462999999997,60.222,OUT027,1677.816,1.1609710125195505,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB29,16.7,0.052368060999999994,112.7176,OUT013,801.6232,0.998238357156017,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDF46,7.07,0.09386114400000001,115.5834,OUT045,1267.0174,1.0298611597933771,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDA33,6.48,0.033968647000000005,148.0076,OUT045,886.8456,1.0010958782066635,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC08,19.0,0.173154079,228.27200000000002,OUT010,452.744,1.7352152413066353,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDB53,13.35,0.139735226,147.5392,OUT045,3877.6192,1.0301574745243893,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY31,12.792854228644991,0.043351895999999994,146.6418,OUT027,4414.254,0.8704928748826658,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRQ35,12.792854228644991,0.042086652,122.4388,OUT027,5448.9072,0.9178236760368869,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDX36,9.695,0.12848269,223.9404,OUT049,4950.8888,0.8760887651053627,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
DRD13,15.0,0.049357077,62.6168,OUT017,958.752,1.0047208979058408,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDC52,11.15,0.008326735,149.9708,OUT017,1956.1204,1.0333845843203253,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB45,20.85,0.021362955,103.2306,OUT049,2404.2038,0.9237238361291523,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCK19,9.8,0.151420934,194.3478,OUT010,387.4956,1.556014387825198,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDV51,16.35,0.032511818,165.0842,OUT013,994.7052,0.9288589774584,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDZ35,9.6,0.022323658,101.29899999999999,OUT045,1754.3829999999998,1.0298611512498181,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCW17,12.792854228644991,0.019292355,129.9994,OUT027,3340.9844,0.9089075832795483,28,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDV59,13.35,0.048124442999999996,216.7166,OUT045,3918.8988,1.0393079565047014,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRH39,20.7,0.09261307,76.367,OUT013,306.268,1.1509500631177814,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDN60,12.792854228644991,0.094697274,158.4604,OUT027,4278.4308,0.9178236856661625,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDU55,16.2,0.035984103999999996,260.6278,OUT045,4425.5726,1.0010958913637158,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN58,12.792854228644991,0.056596985,230.9984,OUT027,9267.936,0.9942317062330958,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDC41,12.792854228644991,0.2047,76.867,OUT019,229.701,1.5315371992780884,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDO01,12.792854228644991,0.020618324,129.3994,OUT027,2055.9904,0.8704928726402349,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCO43,5.5,0.04709821,101.3016,OUT046,3339.6528,1.0369600325369768,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDQ07,15.1,0.087584126,221.7456,OUT045,6410.3224,0.9241603416870946,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF28,15.7,0.038078899,122.9046,OUT017,1992.0736,0.8796766071141575,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDM01,7.895,0.095102092,104.4332,OUT017,2870.9296,1.1484322455955884,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDY49,12.792854228644991,0.011953901999999999,164.5184,OUT027,2807.0128,0.9178236769021233,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR24,17.35,0.062799379,88.18299999999999,OUT013,539.298,0.9215224037828081,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCY18,7.285,0.031125708999999998,174.3054,OUT013,4377.635,0.9288589776234621,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCY30,20.25,0.026005891,180.9976,OUT045,2716.4640000000004,0.9241603339730613,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDJ22,12.792854228644991,0.09246392,190.9504,OUT019,383.5008,1.614810583815551,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRI37,15.85,0.107765165,59.5904,OUT049,703.0848,0.9310779324096833,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDL27,6.17,0.010647476999999999,66.3826,OUT049,1937.4779999999998,1.0383069932195217,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCO30,19.5,0.015749341,182.2608,OUT049,3307.6944,0.9600687235584487,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCB07,19.2,0.077628053,197.611,OUT049,3142.5759999999996,0.9310779398322232,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDX25,16.7,0.07659550849999999,181.2292,OUT018,2554.0088,1.0,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDP59,20.85,0.056695731,104.0648,OUT018,1869.5664,0.8782920613369889,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
